############# ☆ Tactics Ogre de Endless Battle Vana Edition ☆ #############
#
#           _,ィ､ _r､__
#         .ﾍｰ  i｀/　｀i_         weapon list ver1.73
#      /ヾ、ヽ i /　　／ヽ        (last update : 2008/7/14)
#    ｨ､〉>  ￣￣　￣ ｀く_ゝ、
#   },>/ 　　　　 ､　　 ヽ_／ヽ   Modified by Clare Harmolare & Vana
#  ┌!/ /   ｉ「i ヽ  ヽ  ヽ  }
#   Ｙ /  l ハ | l l   l   ',_ゝ  Clare Harmolare - http://ogre.s1.xrea.com/
# 　｜｜  ﾊ/  ﾍl  ll   l    l     vana - http://www.usamimi.info/~antique/
#　 l ｜ /_    l   lﾍ  l    l     304 - naiyo-	!!!ハイランダーの必要アイテムが未実装だよー　ソニックブーム　追加するよー
#   l ｜//7ﾍ  　 テ=,Vl|    l
#　 ｜ V| Lﾉ  　 {_ ハト    |
# 　｜ ||    .        |ｿ    ﾘ
#    l |ヽ   ._      ｲ||   /
#　  ｜レl＼       ／ﾉ||　｜
#     l  レ ' -┬ '／ ﾚ 　｜
#
##--> Explanation
# ---------------------------------------------------------------------------
#  補助合成魔法没った＼(^o^)／
#  補助魔法は俺が作る(ｷﾘｯ by304
# ---------------------------------------------------------------------------
#
##--> 各要素
# ---------------------------------------------------------------------------
#  "番号"=>"武器名(0),攻(1),命(2),回数(3),消費(4),値(5),
#  店売りフラグ(6),特殊効果(7),獲得率(8),画像(9),防具(10),カテゴリーフラグ(11),
#  武器種別,特殊技(13)",図鑑用カテゴリー(14),ダメージリダクション(15),回避(16),トレジャー袋でドロップOK(17)　※0、空白は不可　1はOK　2は条件付OK 判定時、25％の確率でOK　3も同様　判定時、50％の確率でOK
#
# ---------------------------------------------------------------------------
#
#
##--> 武器種別
# ---------------------------------------------------------------------------
#  e001：剣　e002：斧　e003：槌　e004：爪　e005：扇　e006：杖　e007：槍
#　e008：鞭　e009：弓　e010：吹き矢　e011：銃　e012：刀　e013：突剣　e014：その他
#  ef001:回数補正
#両手判定は[7]でチェックせよ
#
# ---------------------------------------------------------------------------
#
##--> 特殊技
# ---------------------------------------------------------------------------
#  魔法とか技とか装備品に秘められし効果
# ---------------------------------------------------------------------------
#
##--> カテゴリーフラグ
# ---------------------------------------------------------------------------
#　0：装備品　1：攻撃魔法　2：補助魔法　3：回復魔法　4：合成魔法　5：技
#　6：攻撃特殊　7：補助特殊　8：回復特殊　9：道具
# ---------------------------------------------------------------------------
#
##--> 店売りフラグ
# ---------------------------------------------------------------------------
#  2=不可  7=可  8=メルフィ
# ---------------------------------------------------------------------------
#
##--> 図鑑用カテゴリー
# ---------------------------------------------------------------------------
#　A01：ALL　A02：武器　A03：防具
#　A10：剣　A11：斧　A12：槌　A13：爪　A14：扇　A15：杖　A16：槍　A17：人形　A18：鞭
#　A19：弓　A20：吹き矢　A21：銃　A22：刀　A23：突剣　A24：魔法　A25：特殊
#　A26：必殺技　A27：頭防具　A28：体防具　A29：盾　A30：装飾品　A31：その他　A32：本
#  A33：道具
# ---------------------------------------------------------------------------
#
#
%WEAPON_LIST=(
#####剣派生
#ミニマムダガー派生
"a"=>"ミニマムダガー,1800,100,2,40,5000,7,!10!1y00,30,0,,0,e001,,A01A02A10,,,1",
"aa"=>"バルダーダガー,3500,100,2,70,10000,2,!10!1y00,10,1,,0,e001,,A01A02A10,,,1",
"aaa"=>"ファフニール,6000,100,2,100,20000,2,!10!1y00!E0110,2,2,,0,e001,,A01A02A10,,,1",
"aaaa"=>"デゼールブレード,7400,100,2,135,40000,2,!10!27!48!1y00,,3,,0,e001,,A01A02A10,,,1",
"aaaaa"=>"ロンバルディア,8500,100,2,165,80000,2,!10!27!4a!1y00,,4,,0,e001,,A01A02A10,,,1",
#ショートソ\ード派生
"b"=>"ショートソ\ード,4000,95,1,45,6000,7,!10!1y00,30,5,,0,e001,,A01A02A10,,,1",
"ba"=>"バルダーソ\ード,8600,95,1,75,12000,2,!10!1y00,10,6,,0,e001,,A01A02A10,,,1",
"baa"=>"ロングソ\ード,11800,95,1,110,24000,2,!10!1y00,2,7,,0,e001,,A01A02A10,,,1",
"baaa"=>"ブレシットソ\ード,14200,95,1,140,48000,2,!04!10!1y00,,8,,0,e001,,A01A02A10,,,1",
"baaaa"=>"ペニテンス,8750,98,2,170,96000,2,!04!10!27!1y00,,9,,0,e001,,A01A02A10,,,1",
#バスタードソ\ード派生
"c"=>"バスタードソ\ード,5000,70,1,60,7000,7,!11!1y00,30,10,,0,e001,,A01A02A10,,,1",
"ca"=>"クレイモア,7500,70,1,80,14000,2,!11!1y00,10,11,,0,e001,,A01A02A10,,,1",
"caa"=>"覇者の剛剣,10000,70,1,100,28000,2,!11!1y00,2,12,,0,e001,,A01A02A10,,,1",
"caaa"=>"シグムンド,7020,120,2,160,60000,2,!00!11!20!22!1y00,,18,,0,e001,,A01A02A10,,,1",
"caaaa"=>"シグムンド,9150,100,2,190,144000,2,!00!11!20!22!1y00,,18,,0,e001,,A01A02A10,,,1",
"caab"=>"グラム,7020,120,2,160,60000,2,!02!11!20!24!1y00,,16,,0,e001,,A01A02A10,,,1",
"caaba"=>"グラム,9150,100,2,190,144000,2,!02!11!20!24!1y00,,16,,0,e001,,A01A02A10,,,1",
"caac"=>"イセベルグ,7800,80,2,140,88000,2,!11!20!27!1y00,,13,,0,e001,,A01A02A10,,,1",
"caaca"=>"ソ\ニックブレード,2600,90,8,190,150000,2,!11!20!27!1y00,,27,,0,e001,,A01A02A10,,,1",
"caacb"=>"バルムンク,10500,83,2,210,154000,2,!11!28!1y00!E0110,,26,,0,e001,,A01A02A10,,,1",
"caad"=>"デュランダル,9500,103,2,190,144000,2,!05!11!2a!1y00,,19,,0,e001,,A01A02A10,,,1",
"caada"=>"レリクスソ\ード,24000,39,1,280,2,2,!05!11!28!29!2a!1y00,,19,,0,e001,,A01A02A10,,,1",
"caae"=>"マラカイトソ\ード,7020,120,2,160,60000,2,!03!11!20!25!1y00,,22,,0,e001,,A01A02A10,,,1",
"caaea"=>"マラカイトソ\ード,9150,100,2,190,144000,2,!03!11!20!25!1y00,,22,,0,e001,,A01A02A10,,,1",
"caaf"=>"クサナギ,7600,100,2,140,56000,2,!04!11!21!27!1y07,,23,,0,e012,,A01A02A22,,,1",
"caafa"=>"カラドボルグ,9450,103,2,190,144000,2,!04!11!20!27!1y00,,24,,0,e001,,A01A02A10,,,1",
"caah"=>"イスケンデルベイ,7020,120,2,160,60000,4,!01!11!20!23!1y00,,14,,0,e001,,A01A02A10,,,1",
"caaha"=>"イスケンデルベイ,9150,100,2,190,144000,4,!01!11!20!23!1y00,,14,,0,e001,,A01A02A10,,,1",

#####突剣
#レイピア派生
"d"=>"レイピア,1200,100,3,40,5000,7,!10!1y08,30,28,,0,e013,,A01A02A23,,,1",
"da"=>"エストック,2000,100,3,60,10000,2,!10!1y08,10,29,,0,e013,,A01A02A23,,,1",
"daa"=>"竜玉石の剣,2800,100,3,80,15000,2,!10!1y08,2,30,,0,e013,,A01A02A23,,,1",
"daaa"=>"マインゴーシュ,3600,100,3,100,20000,2,!10!27!1y08,,31,,0,e013,,A01A02A23,,,1",
"daaaa"=>"インカローズ,5000,112,3,150,25000,2,!01!10!20!1y08,,32,,0,e013,,A01A02A23,,,1",
#####槌・ハンマー
#ハルトハンマー派生
"e"=>"ハルトハンマー,1600,70,3,50,11000,7,!10!1y02,30,33,,0,e003,,A01A02A12,,,1",
"ea"=>"バルダークラブ,2200,70,3,65,22000,2,!11!1y02,10,34,,0,e003,,A01A02A12,,,1",
"eaa"=>"ウォーハンマー,3300,70,3,100,44000,2,!11!1y02,2,35,,0,e003,,A01A02A12,,,1",
"eaaa"=>"ミョルニール,4600,70,3,130,88000,2,!00!11!23!1y02,,40,,0,e003,,A01A02A12,,,1",
"eaaaa"=>"神秘のハンマー,7000,86,3,200,176000,2,!04!11!21!1y02,,41,,0,e003,,A01A02A12,,,1",
"eaaab"=>"ダグザハンマー,6000,75,3,150,208000,2,!05!11!20!2c!52!6d!1y02,,42,,0,e003,0018a,A01A02A12,,,1",
"eaab"=>"アクアハンマー,4900,75,3,140,48000,2,!03!11!23!1y02,,38,,0,e003,,A01A02A12,,,1",
"eaaba"=>"ウルザルブル,6600,88,3,200,168000,2,!03!11!20!1y02,,39,,0,e003,,A01A02A12,,,1",
"eaac"=>"ファランクス,5400,75,3,150,52000,2,!02!11!22!1y02,,36,,0,e003,,A01A02A12,,,1",
"eaaca"=>"イグドラシル,6600,88,3,200,168000,2,!02!11!20!1y02,,37,,0,e003,,A01A02A12,,,1",
"eab"=>"フレイムフレイル,2400,80,3,65,60000,2,!01!10!1y02,2,43,,0,e003,,A01A02A12,,,1",
"eaba"=>"パウアハンマー,4100,80,3,100,110000,2,!11!20!21!1y02,,44,,0,e003,,A01A02A12,,,1",
"eabaa"=>"サンシオン,5900,94,3,160,160000,2,!02!10!20!24!1y02,,45,,0,e003,,A01A02A12,,,1",
#####片手爪
#マドゥ派生
"f"=>"マドゥ,1350,120,3,50,8000,6,!10!27!1y03,30,46,,0,e004,,A01A02A13,,,1",
"fa"=>"青竜の爪,2300,120,3,70,16000,2,!10!27!1y03!E0110,10,47,,0,e004,,A01A02A13,,,1",
"faa"=>"ブラックキャット,3200,120,3,90,24000,2,!05!10!2a!27!2b!1y03,2,48,,0,e004,,A01A02A13,,,1",
"faaa"=>"死の鉤爪,5300,115,3,150,32000,2,!10!2a!27!1y03,,46,,0,e004,,A01A02A13,,,1",
"faab"=>"トゥルエノ,5000,112,3,150,32000,2,!00!10!24!27!1y03,,49,,0,e004,,A01A02A13,,,1",
#####両手爪
#アイアンクロー派生
"g"=>"アイアンクロー,1050,100,4,50,13000,6,!11!27!1y03,30,51,,0,e004,,A01A02A13,,,1",
"ga"=>"バルダークロー,2450,100,4,100,22000,2,!11!27!1y03,10,52,,0,e004,,A01A02A13,,,1",
"gaa"=>"ベルセルク,3850,100,4,150,31000,2,!02!11!27!1y03,2,54,,0,e004,,A01A02A13,,,1",
"gaaa"=>"ルファル,4650,100,4,200,40000,2,!01!11!20!27!1y03,,53,,0,e004,,A01A02A13,,,1",
